Date,Open,High,Low,Close,Volume
43206,7153.870117,7178.509766,7115.850098,7156.279785,1800450000
43207,7215.120117,7298.589844,7206.549805,7281.100098,1935380000
43208,7292.379883,7319.580078,7259.899902,7295.240234,1908700000
43209,7258.609863,7277.450195,7215.169922,7238.060059,1982090000
43210,7220.640137,7222.990234,7123.490234,7146.129883,1935160000
43213,7173.990234,7195.720215,7094.430176,7128.600098,1744480000
43214,7160.77002,7171.669922,6961.52002,7007.350098,2154270000
43215,7009.990234,7030.740234,6926.970215,7003.740234,2055840000
43216,7080.490234,7143.939941,7055.660156,7118.680176,2141220000
43217,7195.52002,7197.149902,7083.950195,7119.799805,2050350000
43220,7133.950195,7169.799805,7065.410156,7066.27002,1998570000
43221,7053.649902,7133.27002,7036.180176,7130.700195,1932660000
43222,7138.450195,7169.459961,7094.720215,7100.899902,2157860000
43223,7065.029785,7112.589844,6991.140137,7088.149902,2355780000
43224,7065.669922,7228.259766,7057.890137,7209.620117,2040520000
43227,7241.819824,7291.740234,7235.759766,7265.209961,1950650000
43228,7255.339844,7278.810059,7224.700195,7266.899902,2070970000
43229,7281.529785,7344.799805,7259.049805,7339.910156,2250260000
43230,7355.899902,7414.149902,7353.629883,7404.970215,2250450000
43231,7393.970215,7417.669922,7372.259766,7402.879883,2085350000
43234,7429.450195,7458.419922,7401.890137,7411.319824,2085850000
43235,7361.299805,7363.52002,7320.970215,7351.629883,2120380000
43236,7356.220215,7413.319824,7356.160156,7398.299805,2103060000
43237,7379.580078,7425.390137,7350.459961,7382.470215,1958970000
43238,7364.339844,7381.160156,7343.970215,7354.339844,1982190000
43241,7406.339844,7431.830078,7368.209961,7394.040039,1997220000
43242,7420.850098,7432.529785,7370.330078,7378.459961,1927420000
43243,7335.029785,7426.779785,7334.620117,7425.959961,1997090000
43244,7421.990234,7435.379883,7357.5,7424.430176,2035460000
43245,7422.200195,7452.850098,7415.580078,7433.850098,1771950000
43249,7398.509766,7435.129883,7354.290039,7396.589844,2095380000
43250,7428.410156,7473.810059,7423.669922,7462.450195,2058300000
43251,7455.580078,7492.419922,7431.410156,7442.120117,2533360000
43252,7487.660156,7557.379883,7487.22998,7554.330078,2212330000
43255,7570.080078,7607.169922,7561.200195,7606.459961,2152170000
43256,7621.359863,7644.47998,7602.379883,7637.859863,2063270000
43257,7652.799805,7691.649902,7622.310059,7689.240234,2198100000
43258,7697.410156,7697.410156,7597.660156,7635.069824,2339720000
43259,7607.740234,7653.580078,7595.140137,7645.509766,1949810000
43262,7647.240234,7677.290039,7642.870117,7659.930176,1959360000
43263,7673.870117,7708.25,7669.529785,7703.790039,2019890000
43264,7713.899902,7748.959961,7686.649902,7695.700195,2197830000
43265,7723.529785,7768.600098,7723.529785,7761.040039,2193630000
43266,7725.029785,7755.720215,7704.339844,7746.379883,3049870000
43269,7692.959961,7749.359863,7676.830078,7747.029785,2102660000
43270,7658.470215,7727.410156,7635.72998,7725.589844,2283340000
43271,7764.149902,7806.600098,7755.47998,7781.509766,2316420000
43272,7800.299805,7803.450195,7699.200195,7712.950195,2349640000
43273,7739.689941,7739.709961,7679.120117,7692.819824,3956300000
43276,7631.120117,7639.72998,7477.72998,7532.009766,2423190000
43277,7553.740234,7597.490234,7527,7561.629883,2068870000
43278,7586.330078,7610.669922,7444.169922,7445.080078,2319650000
43279,7438.109863,7526.069824,7419.560059,7503.680176,2208870000
43280,7544.129883,7573.589844,7502.950195,7510.299805,2208820000
43283,7451.899902,7568.100098,7443.100098,7567.689941,1777880000
43284,7593.629883,7594.330078,7498.5,7502.669922,1171420000
43286,7550.660156,7589.189941,7511.430176,7586.430176,1754690000
43287,7595.930176,7695.810059,7588.649902,7688.390137,1718600000
43290,7731.740234,7757.279785,7702.060059,7756.200195,1844440000
43291,7770.629883,7777.47998,7731.97998,7759.200195,1735230000
43292,7698.509766,7748.160156,7696.580078,7716.609863,1768480000
43293,7752.709961,7825.669922,7746.759766,7823.919922,1930830000
43294,7827.620117,7843.52002,7803.339844,7825.97998,1727500000
43297,7831.740234,7838.819824,7791.97998,7805.720215,1739360000
43298,7751.970215,7867.149902,7749.609863,7855.120117,1752210000
43299,7859.430176,7863.77002,7822.830078,7854.439941,1881110000
43300,7829.799805,7849.850098,7811.149902,7825.299805,1886300000
43301,7843.080078,7860.25,7815.859863,7820.200195,1796530000
43304,7806.930176,7846.759766,7776.549805,7841.870117,1668270000
43305,7914.350098,7928.790039,7814.330078,7840.77002,2021890000
43306,7839.089844,7933.310059,7838.759766,7932.240234,1943820000
43307,7848.040039,7881.299805,7834.080078,7852.180176,2289370000
43308,7889.75,7889.75,7698.959961,7737.419922,2193410000
43311,7735.27002,7740.259766,7604.240234,7630,2154140000
43312,7654.589844,7709.490234,7614.839844,7671.790039,2208610000
43313,7701.819824,7732.680176,7670.709961,7707.290039,2228950000
43314,7659.52002,7808.850098,7659.52002,7802.689941,2115490000
43315,7819.22998,7824.060059,7783.299805,7812.009766,2035870000
43318,7809.540039,7859.680176,7801.879883,7859.680176,2245300000
43319,7878.620117,7898.200195,7868.649902,7883.660156,2206400000
43320,7880,7901.689941,7864.459961,7888.330078,2098100000
43321,7886.52002,7923.350098,7881.060059,7891.779785,2048170000
43322,7834.709961,7866.189941,7818.370117,7839.109863,2107530000
43325,7848,7888.660156,7814.27002,7819.709961,1934100000
43326,7847.879883,7878.22998,7815.5,7870.890137,1938840000
43327,7810.02002,7832.660156,7732.689941,7774.120117,2294100000
43328,7826.950195,7849.669922,7795.740234,7806.52002,1991410000
43329,7786.640137,7830.779785,7752.680176,7816.330078,1850770000
43332,7834.370117,7837.140137,7787.899902,7821.009766,1709500000
43333,7840.089844,7897.680176,7836.790039,7859.169922,1788860000
43334,7844.040039,7897.629883,7840.839844,7889.100098,1669240000
43335,7886.470215,7926.319824,7866.529785,7878.459961,1888600000
43336,7907.810059,7949.709961,7907.100098,7945.97998,1892990000
43339,7989.640137,8024.939941,7976.600098,8017.899902,2333790000
43340,8039.009766,8046.310059,8009.589844,8030.040039,1980270000
43341,8044.339844,8113.560059,8042.100098,8109.689941,1909880000
43342,8094.200195,8133.299805,8069.569824,8088.359863,2022720000
43343,8079.310059,8119.819824,8079.310059,8109.540039,1906900000
43347,8087.950195,8104.069824,8042.140137,8091.25,2238710000
43348,8073.529785,8077.839844,7962.350098,7995.169922,2602810000
43349,7998.27002,8001.970215,7885.490234,7922.72998,2375380000
43350,7878.790039,7962.529785,7873.930176,7902.540039,2158930000
43353,7939.569824,7945.029785,7890.390137,7924.160156,2055430000
43354,7894.870117,7986.319824,7880.919922,7972.470215,2345080000
43355,7958.870117,7965.390137,7884.049805,7954.22998,2372320000
43356,7999.930176,8037.509766,7989.850098,8013.709961,2332930000
43357,8026.160156,8040.830078,7979.779785,8010.040039,2069380000
43360,7992.209961,8002.779785,7890.069824,7895.790039,2303600000
43361,7903.569824,7986.100098,7901.009766,7956.109863,2328260000
43362,7962.549805,7976.120117,7917.72998,7950.040039,2167720000
43363,7993.529785,8039.060059,7986.410156,8028.22998,2306580000
43364,8041.689941,8057.259766,7979.669922,7986.959961,3729890000
43367,7939.379883,7997.899902,7912.470215,7993.25,2433260000
43368,8001.589844,8014.120117,7979.290039,8007.470215,2328660000
43369,8011.680176,8067.029785,7982.759766,7990.370117,2342370000
43370,8021.220215,8071.560059,8017.910156,8041.970215,2073930000
43371,8024.5,8065.060059,8015.870117,8046.350098,2342120000
43374,8091.5,8107.379883,8019.77002,8037.299805,2299520000
43375,8024.470215,8054.149902,7983.990234,7999.549805,2416800000
43376,8034.649902,8053.930176,8012.029785,8025.089844,3095630000
43377,7993.330078,7997.169922,7833.160156,7879.509766,3302690000
43378,7874.759766,7902.669922,7715.970215,7788.450195,2699370000
43381,7747.100098,7797.319824,7654.839844,7735.950195,2259300000
43382,7728.509766,7799.75,7718.950195,7738.02002,2466440000
43383,7694.080078,7701.200195,7420.560059,7422.049805,3111680000
43384,7388.069824,7493.209961,7274.040039,7329.060059,3154520000
43385,7507.839844,7516.689941,7368.330078,7496.890137,2674210000
43388,7473.330078,7500.930176,7400.069824,7430.740234,2167000000
43389,7501.779785,7658.140137,7493.439941,7645.490234,2639760000
43390,7669.259766,7670.490234,7563.089844,7642.700195,2385070000
43391,7616.470215,7616.859863,7452.459961,7485.140137,2567980000
43392,7530.160156,7582.890137,7428.299805,7449.029785,2547790000
43395,7486.740234,7520.540039,7424.740234,7468.629883,2301010000
43396,7328.549805,7472.580078,7260.129883,7437.540039,2752010000
43397,7423.209961,7435.689941,7099,7108.399902,2959560000
43398,7197.490234,7364.819824,7178.540039,7318.339844,2788090000
43399,7125.180176,7283.319824,7057,7167.209961,2971530000
43402,7272.419922,7295.609863,6922.830078,7050.290039,2711900000
43403,7017.870117,7166.839844,7001.47998,7161.649902,2699220000
43404,7276.620117,7368.490234,7270.629883,7305.899902,2918880000
43405,7327.819824,7435.879883,7286.5,7434.060059,2728760000
43406,7424.02002,7466.529785,7298.680176,7356.990234,2899670000
43409,7344.080078,7349.22998,7255.879883,7328.850098,2186310000
43410,7326.069824,7400.640137,7320.890137,7375.959961,2300920000
43411,7446.089844,7572.930176,7435.870117,7570.75,2687410000
43412,7544.169922,7566.930176,7499.709961,7530.879883,2475160000
43413,7468.509766,7474.339844,7349.47998,7406.899902,2426750000
43416,7364.049805,7371.089844,7193.77002,7200.870117,2305340000
43417,7230.689941,7319.120117,7182.859863,7200.870117,2361240000
43418,7265.390137,7285.569824,7101.169922,7136.390137,2566210000
43419,7112.830078,7274.259766,7072.359863,7259.029785,2523500000
43420,7193.600098,7274.859863,7171.700195,7247.870117,2466980000
43423,7217.240234,7224.120117,7011.399902,7028.47998,2381430000
43424,6867.430176,6994.75,6830.759766,6908.819824,2672250000
43425,6985.509766,7029.930176,6951.620117,6972.25,1867840000
43427,6919.52002,6987.890137,6919.160156,6938.97998,958950000
43430,7026.5,7083.930176,7003.120117,7081.850098,2036910000
43431,7041.22998,7105.140137,7014.359863,7082.700195,2076790000
43432,7135.080078,7292.709961,7090.97998,7291.589844,2413120000
43433,7267.370117,7319.959961,7217.689941,7273.080078,2018190000
43434,7279.299805,7332.790039,7255.680176,7330.540039,2547970000
43437,7486.129883,7486.509766,7392.220215,7441.509766,2643150000
43438,7407.950195,7421.109863,7150.109863,7158.430176,2655720000
43440,7017.049805,7189.52002,6984.339844,7188.259766,2857650000
43441,7163.490234,7205.370117,6945.27002,6969.25,2504680000
43444,6959.629883,7047.620117,6878.990234,7020.52002,2380270000
43445,7121.660156,7129.830078,6983.009766,7031.830078,2286810000
43446,7127,7197.290039,7096.560059,7098.310059,2427080000
43447,7135.279785,7154.640137,7034.819824,7070.330078,2162210000
43448,6986.370117,7027.169922,6898.990234,6910.660156,2218330000
43451,6886.459961,6931.810059,6710.009766,6753.72998,2697400000
43452,6809.819824,6847.27002,6733.709961,6783.910156,2623270000
43453,6777.589844,6868.859863,6586.5,6636.830078,2919140000
43454,6607.759766,6666.200195,6447.910156,6528.410156,3282440000
43455,6573.490234,6586.680176,6304.629883,6332.990234,4571670000
43458,6278.490234,6355.180176,6190.169922,6192.919922,1647440000
43460,6257.859863,6555.529785,6214.339844,6554.359863,2572890000
43461,6457.189941,6583.009766,6336.970215,6579.490234,2449110000
43462,6616.790039,6684.180176,6529.220215,6584.52002,2216250000
43465,6649.52002,6659.959961,6570.060059,6635.279785,2109320000
43467,6506.910156,6693.709961,6506.879883,6665.939941,2261800000
43468,6584.77002,6600.209961,6457.129883,6463.5,2631550000
43469,6567.140137,6760.689941,6554.240234,6738.859863,2596150000
43472,6757.529785,6855.600098,6741.399902,6823.470215,2523450000
43473,6893.439941,6909.580078,6795.859863,6897,2407340000
43474,6923.060059,6985.220215,6899.560059,6957.080078,2434500000
43475,6908.649902,6991.370117,6877.080078,6986.069824,2190110000
43476,6947.459961,6975.649902,6933.600098,6971.47998,2074310000
43479,6908.029785,6936.220215,6887.47998,6905.919922,1960780000
43480,6931.390137,7025.850098,6928.120117,7023.830078,2066090000
43481,7033.75,7079.629883,7028.120117,7034.689941,2163730000
43482,7010.129883,7113.950195,7003.620117,7084.459961,2149280000
43483,7134.100098,7185.379883,7096.620117,7157.22998,2459920000
43487,7109.569824,7110.160156,6979.810059,7020.359863,2397660000
43488,7061.649902,7084.850098,6953.22998,7025.77002,2288090000
43489,7042.25,7078.959961,7029.950195,7073.459961,2419110000
43490,7128.180176,7174.560059,7111.089844,7164.859863,2446550000
43493,7075.009766,7086.299805,7034.25,7085.680176,2448790000
43494,7087.490234,7092.290039,7011.470215,7028.290039,2106370000
43495,7094.790039,7201.310059,7065.569824,7183.080078,2569410000
43496,7208.169922,7303.120117,7205.950195,7281.740234,2947490000
43497,7256.370117,7299.939941,7243.410156,7263.870117,2398800000
43500,7266.279785,7348.22998,7261.069824,7347.540039,2106030000
43501,7356.339844,7408.680176,7355.359863,7402.080078,2284960000
43502,7400.439941,7410.77002,7346.720215,7375.279785,2179400000
43503,7316.5,7336.740234,7235.049805,7288.350098,2310700000
43504,7232.299805,7299.439941,7225.140137,7298.200195,2102520000
43507,7327.370117,7343.560059,7290.029785,7307.899902,1908490000
43508,7358.850098,7419.430176,7349.799805,7414.620117,2140130000
43509,7437.459961,7461.660156,7413.839844,7420.379883,2103840000
43510,7390.25,7454.419922,7375.709961,7426.950195,2117500000
43511,7468.569824,7477.279785,7440.259766,7472.410156,2263640000
43515,7450.75,7507.790039,7450.27002,7486.77002,2124140000
43516,7490.310059,7513.700195,7455.25,7489.069824,2202670000
43517,7475.410156,7485.75,7430.890137,7459.709961,2144680000
43518,7481.629883,7527.540039,7479.009766,7527.540039,2428560000
43521,7585.299805,7602.689941,7551.609863,7554.459961,2399410000
43522,7535.290039,7573.220215,7524.310059,7549.299805,2305760000
43523,7526.419922,7562.290039,7485.390137,7554.509766,2430790000
43524,7533.310059,7561.899902,7516.47998,7532.529785,2676790000
43525,7587.450195,7603.040039,7540.75,7595.350098,2490920000
43528,7636.620117,7643.660156,7501.560059,7577.569824,2582090000
43529,7582.290039,7598.660156,7543.540039,7576.359863,2166670000
43530,7575.379883,7579.02002,7499.870117,7505.919922,2256550000
43531,7483.790039,7489.080078,7397.189941,7421.459961,2462690000
43532,7334.350098,7411.52002,7332.919922,7408.140137,2260950000
43535,7442.560059,7558.22998,7442.399902,7558.060059,2248460000
43536,7571.850098,7611.129883,7560.459961,7591.029785,2171620000
43537,7621.379883,7677.069824,7619.459961,7643.410156,2379260000
43538,7644.790039,7653.100098,7627.02002,7630.910156,2198900000
43539,7658.410156,7714.959961,7652.040039,7688.529785,3451860000
43542,7696.379883,7737.669922,7677.740234,7714.47998,2302140000
43543,7747.399902,7767.890137,7699.149902,7723.950195,2457920000
43544,7721.950195,7779.240234,7674.040039,7728.970215,2464230000
43545,7705.430176,7850.109863,7705.430176,7838.959961,2502810000
43546,7800.25,7817.830078,7642.569824,7642.669922,2504740000
43549,7618.97998,7662.379883,7579.290039,7637.540039,2162490000
43550,7700,7738.169922,7649.209961,7691.52002,2080350000
43551,7702.049805,7712.839844,7582.089844,7643.379883,2244070000
43552,7660.069824,7689.160156,7619.819824,7669.169922,1922150000
43553,7726.709961,7733.620117,7688.509766,7729.319824,2311790000
43556,7800.240234,7831.450195,7777.089844,7828.910156,2230050000
43557,7824.609863,7854.919922,7811.279785,7848.689941,2123250000
43558,7891.180176,7938.259766,7870.899902,7895.549805,2509630000
43559,7894.259766,7917.649902,7844.959961,7891.779785,2152640000
43560,7914.509766,7940.450195,7909.140137,7938.689941,2157050000
43563,7924.890137,7955.899902,7891.850098,7953.879883,2075550000
43564,7924.77002,7945.549805,7897.609863,7909.279785,2078800000
43565,7922.72998,7965.330078,7916.899902,7964.240234,2012290000
43566,7975.200195,7975.200195,7933.410156,7947.359863,1969480000
43567,7984.149902,7992.089844,7952.609863,7984.160156,1968900000
43570,7987.160156,7993.330078,7933.569824,7976.009766,1827710000
43571,8000.569824,8017.560059,7978.810059,8000.22998,2102740000
43572,8044.970215,8052.399902,7973.379883,7996.080078,2317330000
43573,7998.450195,8002.310059,7950.970215,7998.060059,2124630000
43577,7969.370117,8017.149902,7965.899902,8015.27002,1790990000
43578,8026.75,8128.870117,8023.810059,8120.819824,2099410000
43579,8122.879883,8139.549805,8101.700195,8102.009766,2043310000
43580,8150.850098,8151.839844,8075.410156,8118.680176,2073370000
43581,8100.279785,8146.419922,8060.890137,8146.399902,1982560000
43584,8147.649902,8176.080078,8136.410156,8161.850098,1781860000
43585,8104.910156,8124.609863,8050.549805,8095.390137,2131850000
43586,8132.930176,8146,8048.22998,8049.640137,2273540000
43587,8046.47998,8094.060059,7976.77002,8036.77002,2211530000
43588,8092.879883,8164.709961,8084.799805,8164,2081080000
43591,7981.850098,8135.540039,7981.850098,8123.290039,1979650000
43592,8043.52002,8070.970215,7899.02002,7963.759766,2397600000
43593,7946.240234,8004.490234,7923.350098,7943.319824,2214680000
43594,7853.209961,7929.779785,7796.160156,7910.589844,2549500000
43595,7881.310059,7949.339844,7759.339844,7916.939941,2421470000
43598,7720.069824,7760.830078,7627.220215,7647.02002,2484820000
43599,7689.660156,7776.200195,7665.299805,7734.490234,2103140000
43600,7682.799805,7838.720215,7682.240234,7822.149902,2014080000
43601,7832.580078,7946.22998,7826.669922,7898.049805,2168720000
43602,7829.029785,7918.709961,7810.350098,7816.279785,2176380000
43605,7714.060059,7747.27002,7678.350098,7702.379883,2130700000
43606,7765.569824,7804.439941,7752.919922,7785.720215,2000130000
43607,7749.799805,7786.330078,7738.350098,7750.839844,1884660000
43608,7660.720215,7665.149902,7585.319824,7628.279785,2270530000
43609,7675.569824,7694.149902,7631.25,7637.009766,1685230000
43613,7655.660156,7693.740234,7603.759766,7607.350098,2378470000
43614,7553.02002,7581.109863,7503.939941,7547.310059,2282120000
43615,7565.459961,7595.899902,7527.660156,7567.720215,1875180000
43616,7470.950195,7506.859863,7448.22998,7453.149902,2239420000
43619,7441.209961,7457.660156,7292.220215,7333.02002,2580670000
43620,7413.939941,7529.5,7385.02002,7527.120117,2374130000
43621,7585.680176,7589.470215,7498.169922,7575.47998,2139290000
43622,7582.240234,7634.120117,7546.220215,7615.549805,2093470000
43623,7652.970215,7767.02002,7647.910156,7742.100098,2074120000
43626,7798.870117,7895.439941,7795.759766,7823.169922,2042340000
43627,7901.040039,7909.990234,7798.629883,7822.569824,2121150000
43628,7803.129883,7819.160156,7773.970215,7792.720215,1978930000
43629,7822.560059,7848.359863,7813.600098,7837.129883,1848360000
43630,7807.189941,7819.209961,7778.120117,7796.660156,1808370000
43633,7819.430176,7865.97998,7812.609863,7845.02002,1950550000
43634,7920.97998,8005.209961,7911.669922,7953.879883,2250550000
43635,7970.259766,7998.589844,7930.379883,7987.319824,2027520000
43636,8087.450195,8088.879883,7996.870117,8051.339844,2108250000
43637,8028.689941,8073.02002,8011.200195,8031.709961,2909540000
43640,8040.580078,8047.560059,8004.629883,8005.700195,2073470000
43641,8005.27002,8007.310059,7879.149902,7884.720215,2132550000
43642,7933.919922,7974.279785,7903.069824,7909.970215,2122730000
43643,7939.359863,7976.580078,7935.470215,7967.759766,2083920000
43644,7988.759766,8010.149902,7961.459961,8006.240234,4101490000
43647,8145.850098,8150.450195,8059.290039,8091.160156,2219030000
43648,8086.649902,8109.370117,8063.109863,8109.089844,1956590000
43649,8129.569824,8170.22998,8122.339844,8170.22998,1548240000
43651,8123.279785,8171.970215,8093.660156,8161.790039,1690700000
43654,8112.910156,8161.790039,8078.390137,8098.379883,1957160000
43655,8061.410156,8146.97998,8061.319824,8141.72998,1871430000
43656,8183.189941,8228.599609,8160.560059,8202.530273,2066640000
43657,8219.280273,8226.179688,8171.629883,8196.040039,1970690000
43658,8209.200195,8245.660156,8201.519531,8244.139648,1835960000
43661,8263.179688,8264.780273,8236.269531,8258.19043,1790770000
43662,8251.660156,8259.75,8204.230469,8222.799805,1947010000
43663,8224,8230.669922,8184.660156,8185.209961,1887120000
43664,8151.759766,8215.580078,8135.120117,8207.240234,2063790000
43665,8241.339844,8245.780273,8144.629883,8146.490234,1893050000
43668,8171.990234,8218.419922,8171.540039,8204.139648,1860440000
43669,8242.5,8251.830078,8193.889648,8251.400391,1845050000
43670,8227.360352,8321.80957,8226.5,8321.5,1953670000
43671,8294.679688,8295.950195,8233.400391,8238.540039,2058090000
43672,8294.299805,8339.639648,8291.120117,8330.209961,1975110000
43675,8325.099609,8325.280273,8247.370117,8293.330078,1882980000
43676,8231.769531,8295.459961,8228.019531,8273.610352,1893610000
43677,8290.799805,8299.830078,8110.02002,8175.419922,2679230000
43678,8190.560059,8311.040039,8080.52002,8111.120117,2815420000
43679,8056.419922,8068.799805,7953.669922,8004.069824,2262550000
43682,7823.330078,7836.450195,7662.899902,7726.040039,2661780000
43683,7804.509766,7845.009766,7739.569824,7833.27002,2217620000
43684,7747.27002,7881.379883,7702.419922,7862.830078,2470170000
43685,7921.589844,8041.120117,7896.149902,8039.160156,2442950000
43686,7997.189941,8020.560059,7910.350098,7959.140137,2221180000
43689,7907.490234,7924.990234,7833.790039,7863.410156,2068920000
43690,7852.370117,8065.240234,7851.580078,8016.359863,2353570000
43691,7877.330078,7900.279785,7762.870117,7773.939941,2543670000
43692,7790.200195,7805.930176,7716.549805,7766.620117,2190810000
43693,7828.350098,7907.52002,7828.350098,7895.990234,2018710000
43696,8006.180176,8026.75,7895.990234,8002.810059,1946440000
43697,7989.359863,8010.580078,7948.089844,7948.560059,1750730000
43698,8017.069824,8036.939941,7998.5,8020.209961,1721410000
43699,8038.790039,8048.580078,7937.120117,7991.390137,1780760000
43700,7943.649902,8005.339844,7730.77002,7751.77002,2214370000
43703,7829.580078,7856.040039,7789.049805,7853.740234,1691990000
43704,7908.779785,7916.830078,7795.180176,7826.950195,1914930000
43705,7798.350098,7866.870117,7766.669922,7856.879883,1663450000
43706,7945.779785,7992.290039,7925.830078,7973.390137,1703760000
43707,8015.160156,8017.910156,7914.740234,7962.879883,1668110000
43711,7906.439941,7940.370117,7847.319824,7874.160156,1938780000
43712,7949.810059,7981.410156,7928.939941,7976.879883,1893740000
43713,8061.290039,8134.419922,8061.290039,8116.830078,2108700000
43714,8125.580078,8134.390137,8098.52002,8103.069824,1878730000
43717,8130.910156,8131.660156,8052.339844,8087.439941,2186660000
43718,8049.97998,8086.529785,8001.680176,8084.160156,2366080000
43719,8091.680176,8169.680176,8081.560059,8169.680176,2322610000
43720,8206.580078,8243.799805,8176.72998,8194.469727,2228100000
43721,8190.569824,8210.200195,8165.470215,8176.709961,1984570000
43724,8121.640137,8165.330078,8121.25,8153.540039,1876540000
43725,8148.649902,8188.22998,8139.819824,8186.02002,1857350000
43726,8174.620117,8179.870117,8086.220215,8177.390137,2045590000
43727,8193.589844,8237.429688,8174.319824,8182.879883,1818430000
43728,8184.879883,8202.820313,8086.160156,8117.669922,3363230000
43731,8106.490234,8135.810059,8085.339844,8112.459961,1781750000
43732,8147.22998,8158.830078,7969.649902,7993.629883,2310940000
43733,7990.660156,8095,7935.569824,8077.379883,2022080000
43734,8070.120117,8072.109863,7991.02002,8030.660156,1886310000
43735,8047.109863,8051.830078,7890.279785,7939.629883,2041250000
43738,7964.089844,8012.160156,7949.629883,7999.339844,1809050000
43739,8026.830078,8062.5,7906.290039,7908.680176,2250500000
43740,7851.129883,7852.700195,7744.959961,7785.25,2503630000
43741,7787.02002,7872.259766,7700,7872.259766,2157220000
43742,7908.439941,7986.620117,7899.390137,7982.470215,1748000000
43745,7956.410156,8013.310059,7942.080078,7956.290039,1759580000
43746,7898.27002,7921.879883,7823.72998,7823.779785,1943700000
43747,7895.959961,7930.919922,7873.52002,7903.740234,1563500000
43748,7904.560059,7982.839844,7899.810059,7950.779785,1793470000
43749,8047.339844,8115.799805,8046.799805,8057.040039,2184790000
43752,8044.350098,8069.850098,8036.410156,8048.649902,1423700000
43753,8074.850098,8166.180176,8071.810059,8148.709961,1841660000
43754,8119.810059,8146.149902,8103.379883,8124.180176,1900010000
43755,8176.910156,8183.640137,8131.25,8156.850098,1864020000
43756,8149.850098,8157.359863,8045.370117,8089.540039,2020020000
43759,8137.419922,8164.140137,8117.259766,8162.990234,1756640000
43760,8188.120117,8194.620117,8101.97998,8104.299805,1850870000
43761,8090.240234,8122.879883,8078.350098,8119.790039,1822180000
43762,8180.040039,8187.839844,8137.660156,8185.799805,1893620000
43763,8150.589844,8249.969727,8150.589844,8243.120117,1911580000
43766,8285.769531,8335.55957,8285.269531,8325.990234,1959920000
43767,8313.349609,8319.290039,8275.139648,8276.849609,1842720000
